VIV_SEL,HOGAR,R_SEL,BPCOD,ND_TIPO,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_21,BP1_28,BP1_33,EST,UPM,CIUDAD,DOM,FAC_DEL
5,1,2,2,1,1,1,1,4,1,2,1,1,2,4,2,1,163,1,24,1,446
5,1,2,2,2,4,1,1,4,1,2,1,1,2,4,2,1,163,1,24,1,446
5,1,2,2,3,8,1,1,4,1,2,1,1,2,4,2,1,163,1,24,1,446
5,1,2,2,4,12,1,1,4,1,2,1,1,2,4,2,1,163,1,24,1,446
2,1,1,2,1,8,1,1,1,3,2,1,1,2,4,2,1,75,2,24,1,555
2,1,1,6,1,1,1,1,9,4,2,1,1,2,9,2,1,75,2,24,1,1093
3,1,5,5,1,12,1,1,3,2,2,1,1,2,3,2,1,75,3,24,1,2203
3,1,5,12,1,4,1,1,1,2,2,2,1,2,9,2,3,75,3,24,1,2203
4,1,1,1,1,4,1,1,2,1,2,1,1,1,4,2,1,75,3,24,1,413
4,1,1,10,1,7,1,1,3,1,2,1,1,2,7,2,2,75,3,24,1,414
2,1,1,8,1,9,1,1,2,2,1,2,1,2,4,1,3,231,4,24,1,824
3,1,1,8,1,11,1,1,2,3,1,1,1,2,3,2,3,231,4,24,1,854
4,1,1,8,1,6,1,1,9,2,1,1,1,2,4,2,5,231,4,24,1,897
5,1,1,8,1,6,1,1,1,2,1,1,1,2,4,2,3,231,4,24,1,862
1,1,1,3,1,1,1,10,4,2,2,1,1,2,7,2,1,75,5,24,1,569
3,1,2,2,1,11,1,1,3,3,2,1,1,2,4,2,1,75,6,24,1,413
3,1,2,10,1,12,1,1,2,3,2,1,1,2,4,1,2,75,6,24,1,817
3,1,2,2,2,12,1,1,4,3,2,1,1,2,4,2,1,75,6,24,1,413
4,1,1,2,1,11,1,1,2,3,2,1,1,2,4,2,1,75,6,24,1,413
1,1,1,2,1,12,1,1,4,1,2,1,1,2,4,2,1,75,7,24,1,426
3,1,1,1,1,6,1,1,3,1,2,1,1,1,4,2,1,75,7,24,1,426
3,1,1,2,1,2,1,1,4,1,2,1,1,1,4,2,1,75,7,24,1,426
3,1,1,2,2,4,1,1,4,1,2,1,1,2,4,2,1,75,7,24,1,426
3,1,1,2,3,9,1,1,4,1,2,1,1,2,4,2,1,75,7,24,1,426
5,1,1,8,1,3,1,1,2,2,1,1,1,2,3,2,5,75,7,24,1,897
5,1,1,8,2,3,1,1,2,2,1,2,1,2,4,2,5,75,7,24,1,897
3,1,1,2,1,10,1,1,3,1,2,1,1,2,5,2,1,163,8,24,1,460
3,1,1,2,2,12,1,1,3,1,2,1,1,2,8,2,1,163,8,24,1,460
4,1,1,8,1,8,1,1,1,2,1,2,2,2,7,2,3,163,8,24,1,420
2,1,1,8,1,7,1,1,2,2,1,1,1,2,6,1,3,163,11,24,1,771
2,1,1,8,2,9,1,1,2,2,1,1,1,2,6,2,3,163,11,24,1,771
2,1,1,8,3,9,1,1,2,2,1,1,1,2,4,2,3,163,11,24,1,771
3,1,1,3,1,12,1,1,3,2,1,2,1,2,6,1,3,163,11,24,1,406
3,1,2,2,1,2,1,1,1,1,2,1,1,2,4,2,1,163,13,24,1,494
3,1,2,3,1,11,1,1,4,2,1,1,1,2,4,1,3,163,13,24,1,494
3,1,2,6,1,12,1,1,3,4,1,1,2,2,4,2,1,163,13,24,1,930
3,1,2,2,2,3,1,1,2,1,2,1,1,2,4,2,1,163,13,24,1,494
5,1,1,2,1,10,1,1,3,1,2,1,1,2,4,2,1,163,13,24,1,494
5,1,1,3,1,12,1,1,9,2,2,1,1,2,99,2,9,163,13,24,1,494
5,1,1,6,1,12,1,1,3,4,1,2,2,2,6,2,1,163,13,24,1,1040
3,1,1,2,1,3,1,1,4,1,2,1,1,2,4,2,1,75,14,24,1,425
3,1,1,2,2,12,1,1,3,1,2,1,1,2,4,2,1,75,14,24,1,425
1,1,1,2,1,2,1,1,4,1,2,1,1,2,7,2,1,163,15,24,1,424
1,1,1,3,1,1,1,1,2,2,2,1,1,2,7,2,1,163,15,24,1,424
1,1,1,2,2,6,1,1,4,1,2,1,1,2,7,2,1,163,15,24,1,424
1,1,1,3,2,6,1,1,4,2,2,1,1,2,7,2,1,163,15,24,1,424
2,1,2,2,1,9,1,1,2,1,2,1,1,2,4,2,1,163,15,24,1,424
4,1,1,2,1,6,1,1,2,1,2,1,1,2,4,2,1,163,15,24,1,424
5,1,1,2,1,2,1,1,2,1,2,1,1,2,6,2,1,163,15,24,1,424
5,1,1,2,2,11,1,1,3,1,2,1,1,2,4,2,1,163,15,24,1,424
1,1,3,6,1,11,1,1,9,4,2,1,1,2,4,2,1,231,17,24,1,2000
1,1,3,6,2,12,1,1,9,4,2,1,1,2,4,2,1,231,17,24,1,2000
2,1,2,2,1,11,1,1,2,4,2,1,1,2,6,2,1,231,17,24,1,625
2,1,2,9,1,1,1,1,1,2,2,1,1,2,6,1,3,231,17,24,1,1652
5,1,2,2,1,2,1,1,3,1,2,1,1,2,6,2,1,231,17,24,1,625
5,1,2,3,1,1,1,1,3,2,2,1,1,2,6,1,1,231,17,24,1,625
5,1,2,6,1,12,1,1,9,8,2,1,1,2,6,2,1,231,17,24,1,1184
5,1,2,12,1,3,1,1,2,2,2,2,1,2,3,2,3,231,17,24,1,1184
1,1,1,2,1,9,32,19,4,1,2,1,1,2,3,2,1,75,18,24,1,479
3,1,1,4,1,12,1,1,2,3,2,1,2,1,4,2,1,75,18,24,1,1008
4,1,2,2,1,4,1,1,4,1,2,1,1,2,4,2,1,75,18,24,1,479
4,1,2,6,1,12,1,1,1,4,1,2,2,2,4,2,1,75,18,24,1,908
4,1,2,7,1,1,1,1,9,4,2,2,1,2,5,2,1,75,18,24,1,908
4,1,2,8,1,12,1,1,2,2,1,2,1,2,4,2,3,75,18,24,1,908
4,1,2,2,2,10,1,1,3,1,2,1,1,2,8,2,1,75,18,24,1,479
4,1,2,7,2,3,1,1,9,4,2,1,1,1,4,2,1,75,18,24,1,908
4,1,2,7,3,6,1,1,9,2,2,2,1,2,4,2,1,75,18,24,1,908
4,1,2,7,4,12,1,1,9,2,2,2,1,2,4,2,1,75,18,24,1,908
5,1,5,2,1,4,1,1,4,1,2,1,1,2,7,2,1,75,18,24,1,479
5,1,5,4,1,3,32,51,4,7,2,2,1,1,4,2,3,75,18,24,1,2346
2,1,3,2,1,12,1,1,4,1,2,1,1,2,4,2,1,163,19,24,1,433
2,1,3,8,1,5,1,1,2,2,2,1,1,2,4,2,3,163,19,24,1,1401
4,1,1,1,1,2,1,1,3,1,2,1,1,1,4,2,1,163,19,24,1,433
5,1,1,9,1,1,1,1,2,1,2,2,1,2,3,2,3,163,19,24,1,424
5,1,1,9,2,12,1,1,2,1,2,2,1,2,3,2,3,163,19,24,1,424
1,1,1,10,1,12,1,1,4,1,2,2,1,2,4,2,1,75,20,24,1,904
1,1,1,10,2,5,1,1,3,1,2,2,1,2,4,2,1,75,20,24,1,904
2,1,1,2,1,11,1,1,4,1,2,1,1,2,3,2,1,75,20,24,1,459
4,1,1,11,1,8,1,1,3,2,2,2,1,2,1,2,3,75,20,24,1,1798
4,1,1,11,2,7,1,1,3,2,2,1,1,2,1,2,3,75,20,24,1,1798
5,1,2,1,1,3,1,1,4,1,2,1,1,1,4,2,1,75,20,24,1,459
5,1,2,2,1,3,1,1,4,1,2,1,1,1,4,2,1,75,20,24,1,459
5,1,2,3,1,6,1,1,4,2,1,1,2,1,4,2,1,75,20,24,1,459
5,1,2,7,1,11,1,1,2,4,2,1,1,2,4,2,1,75,20,24,1,1213
5,1,2,2,2,1,1,1,1,1,2,1,1,2,4,2,1,75,20,24,1,459
1,1,2,2,1,2,1,1,4,1,2,1,1,2,4,2,1,75,22,24,1,422
1,1,2,4,1,6,1,1,4,1,2,2,1,2,4,2,1,75,22,24,1,903
1,1,2,7,1,8,1,1,2,1,2,2,1,2,4,2,1,75,22,24,1,903
1,1,2,4,2,11,1,1,4,1,2,2,1,2,4,2,1,75,22,24,1,903
2,1,5,7,1,5,1,1,2,4,2,1,1,2,4,2,1,231,23,24,1,1397
3,1,1,6,1,4,1,1,1,4,2,1,1,2,4,1,1,231,23,24,1,926
3,1,1,6,2,10,1,1,2,4,1,2,2,2,4,1,1,231,23,24,1,926
5,1,2,8,1,3,1,1,2,2,1,2,1,2,1,2,3,231,23,24,1,2253
5,1,2,8,2,5,1,1,1,2,1,2,1,2,1,2,3,231,23,24,1,2253
5,1,2,8,3,5,1,1,3,2,2,1,1,2,1,2,3,231,23,24,1,2253
5,1,2,8,4,9,1,1,2,2,1,2,1,2,1,2,3,231,23,24,1,2253
1,1,2,5,1,5,1,1,2,2,1,2,1,2,99,2,5,231,24,24,1,1921
3,1,3,8,1,3,1,1,3,1,1,1,1,2,4,2,3,163,25,24,1,1267
3,1,1,8,1,9,1,5,2,2,2,1,1,2,2,2,3,75,26,24,1,771
4,1,1,3,1,12,1,5,3,2,2,1,1,2,4,2,1,75,26,24,1,376
3,1,3,3,1,1,11,17,2,2,2,1,1,1,4,2,1,163,27,24,1,419
4,1,2,3,1,6,1,1,1,2,2,1,1,1,4,2,1,163,27,24,1,419
4,1,2,8,1,5,1,1,2,2,1,1,1,2,4,2,3,163,27,24,1,1147
4,1,2,3,2,7,1,1,1,2,2,1,1,2,4,2,1,163,27,24,1,419
4,1,2,8,2,9,1,1,1,2,1,2,1,2,4,2,3,163,27,24,1,1147
1,1,1,2,1,4,1,1,3,1,2,1,1,2,4,2,1,163,28,24,1,436
1,1,1,3,1,11,1,1,3,2,2,1,1,2,4,2,1,163,28,24,1,436
1,1,1,14,1,2,1,1,1,4,1,2,1,2,4,2,1,163,28,24,1,1239
2,1,3,8,1,7,1,1,1,2,1,1,1,2,9,2,3,163,28,24,1,1265
2,1,3,8,2,11,1,1,1,2,1,1,1,2,3,2,5,163,28,24,1,1265
3,1,1,2,1,4,1,1,3,1,2,1,1,2,4,2,1,163,28,24,1,436
5,1,2,2,1,11,1,1,2,1,2,1,1,2,99,2,1,163,28,24,1,436
3,1,2,2,1,3,1,1,4,1,2,1,1,2,4,2,1,163,29,24,1,428
3,1,2,2,2,5,1,1,4,1,2,1,1,2,3,2,1,163,29,24,1,428
3,1,2,2,3,8,1,1,4,1,2,1,1,2,4,2,1,163,29,24,1,428
2,1,1,2,1,6,1,1,4,1,2,1,1,2,4,2,1,163,30,24,1,464
2,1,1,6,1,1,1,1,9,4,2,1,1,2,4,1,1,163,30,24,1,2393
2,1,1,2,2,10,1,1,2,1,2,1,1,2,4,2,1,163,30,24,1,464
4,1,2,3,1,6,1,5,1,2,2,1,1,1,4,2,1,75,32,24,1,340
4,1,2,9,1,6,1,5,2,2,2,2,1,2,1,2,3,75,32,24,1,666
2,1,1,6,1,12,1,1,9,4,2,1,1,2,4,1,1,163,33,24,1,424
3,1,3,5,1,12,1,1,2,4,1,2,1,2,3,2,1,163,33,24,1,1830
3,1,3,5,2,12,1,1,2,3,1,2,1,2,3,2,1,163,33,24,1,1830
1,1,5,2,1,2,1,1,4,1,2,1,1,2,4,1,1,75,34,24,1,446
1,1,5,7,1,4,1,1,4,2,2,2,2,2,4,1,1,75,34,24,1,2205
1,1,5,2,2,4,1,1,4,1,2,1,1,2,4,1,1,75,34,24,1,446
1,1,5,2,3,11,1,1,4,1,2,1,1,2,4,1,1,75,34,24,1,446
3,1,1,2,1,3,1,1,4,1,2,1,1,2,4,2,1,75,34,24,1,446
2,1,1,2,1,8,1,1,4,1,2,1,1,2,3,2,1,163,35,24,1,475
3,1,1,2,1,3,1,1,1,1,2,1,1,2,4,2,1,163,35,24,1,475
3,1,1,5,1,12,1,1,3,4,2,1,1,2,4,2,1,163,35,24,1,1016
1,1,1,2,1,3,14,39,1,4,2,1,1,1,4,2,1,163,36,24,1,451
1,1,1,4,1,12,1,1,2,1,2,1,1,2,3,1,1,163,36,24,1,888
1,1,1,2,2,12,1,1,4,1,2,1,1,2,3,2,1,163,36,24,1,451
3,1,1,1,1,8,1,1,3,4,2,1,1,1,4,2,1,163,37,24,1,460
5,1,2,2,1,9,1,1,4,2,2,1,1,2,7,2,1,75,38,24,1,417
5,1,2,2,2,12,1,1,3,2,2,1,1,2,7,2,1,75,38,24,1,417
1,1,5,2,1,7,1,1,1,1,2,1,1,2,4,2,1,163,39,24,1,436
1,1,5,3,1,12,1,1,2,2,2,1,1,2,4,2,1,163,39,24,1,436
1,1,5,2,2,12,1,1,1,1,2,1,1,2,4,2,1,163,39,24,1,436
2,1,1,2,1,10,1,1,4,1,2,1,1,2,1,2,1,163,39,24,1,436
3,1,1,2,1,2,1,1,4,1,2,1,1,2,7,2,1,163,39,24,1,436
3,1,1,2,2,5,1,1,3,1,2,1,1,2,7,2,1,163,39,24,1,436
4,1,1,2,1,4,1,1,4,1,2,1,1,2,4,2,1,163,39,24,1,436
4,1,1,2,2,6,1,1,4,1,2,1,1,2,4,2,1,163,39,24,1,436
5,1,2,1,1,11,1,1,1,1,2,1,1,2,9,2,2,163,39,24,1,436
5,1,2,2,1,9,1,1,3,1,2,1,1,2,4,2,1,163,39,24,1,436
5,1,2,2,2,8,1,1,3,1,2,1,1,2,4,2,1,163,39,24,1,436
3,1,1,2,1,9,1,1,4,1,2,1,1,2,4,2,1,163,40,24,1,426
3,1,1,6,1,3,1,1,9,4,2,1,1,2,99,1,1,163,40,24,1,2197
3,1,1,2,2,9,1,1,1,1,2,1,1,2,4,2,1,163,40,24,1,426
5,1,1,2,1,9,1,1,4,1,2,1,1,2,4,2,1,163,40,24,1,426
2,1,1,1,1,4,1,1,3,1,2,1,1,1,4,2,2,75,41,24,1,410
2,1,1,2,1,7,1,1,4,1,2,1,1,2,3,2,1,75,41,24,1,410
2,1,1,2,2,10,1,1,4,1,2,1,1,2,3,2,1,75,41,24,1,410
4,1,1,8,1,4,1,1,2,2,1,2,1,2,99,1,3,75,41,24,1,374
4,1,1,8,2,7,1,1,3,2,1,2,1,2,99,2,3,75,41,24,1,374
4,1,1,8,3,11,1,1,2,2,1,2,1,2,1,2,3,75,41,24,1,374
5,1,3,3,1,1,1,1,4,2,2,1,1,2,5,2,1,75,41,24,1,410
1,1,1,3,1,9,1,1,2,2,2,1,1,1,4,2,1,75,42,24,1,437
3,1,2,2,1,12,1,1,3,1,2,1,1,1,4,2,1,75,42,24,1,437
4,1,2,2,1,4,1,1,3,1,2,1,1,2,7,2,1,75,42,24,1,437
4,1,2,3,1,3,1,1,3,2,2,1,1,1,4,2,1,75,42,24,1,437
4,1,2,4,1,12,9,999,2,1,2,2,1,2,7,2,1,75,42,24,1,935
4,1,2,8,1,11,1,1,1,2,1,1,2,2,7,1,3,75,42,24,1,935
4,1,2,2,2,12,1,1,3,1,2,1,1,1,4,1,1,75,42,24,1,437
5,1,2,3,1,6,1,1,4,2,1,1,1,2,4,1,1,75,42,24,1,437
2,1,2,3,1,2,1,1,1,2,2,1,1,2,4,2,1,75,43,24,1,430
2,1,2,10,1,6,1,1,3,1,2,1,1,2,6,2,2,75,43,24,1,1840
2,1,2,10,2,8,1,1,3,1,2,2,1,2,4,2,5,75,43,24,1,1840
2,1,2,2,1,2,1,1,3,1,2,1,1,2,4,1,1,231,44,24,1,547
3,1,1,9,1,6,1,1,3,8,2,2,1,2,6,2,3,231,44,24,1,1075
3,1,1,9,2,8,1,1,2,1,2,1,1,2,6,2,3,231,44,24,1,1075
5,1,1,2,1,4,1,1,2,1,2,1,1,2,4,2,1,231,44,24,1,547
5,1,1,2,2,8,1,1,3,1,2,1,1,2,4,2,1,231,44,24,1,547
4,1,2,10,1,9,1,1,3,1,2,1,1,2,7,2,5,163,46,24,1,1488
2,1,3,2,1,1,1,1,3,1,2,1,1,2,6,2,1,75,47,24,1,430
2,1,3,4,1,3,1,1,3,1,2,2,1,2,4,2,3,75,47,24,1,1854
2,1,3,6,1,7,1,1,9,8,2,1,1,2,4,1,5,75,47,24,1,1854
2,1,3,10,1,2,1,1,2,1,2,1,1,2,4,2,5,75,47,24,1,1854
2,1,3,2,2,8,1,1,4,2,2,1,1,2,4,2,1,75,47,24,1,430
2,1,3,10,2,3,1,1,3,1,2,1,1,2,4,2,2,75,47,24,1,1854
2,1,3,10,3,4,1,1,4,4,2,1,1,2,4,2,1,75,47,24,1,1854
2,1,3,10,4,6,1,1,2,1,2,2,1,2,4,2,3,75,47,24,1,1854
5,1,1,6,1,6,1,1,2,4,2,1,1,2,4,2,1,75,47,24,1,1724
1,1,1,2,1,1,1,1,3,1,2,1,1,2,6,2,1,75,48,24,1,830
1,1,1,3,1,1,1,1,2,2,2,1,1,1,4,2,1,75,48,24,1,1038
1,1,1,2,2,2,1,1,4,1,2,1,1,2,6,2,1,75,48,24,1,830
1,1,1,3,2,9,1,1,1,2,2,1,1,2,4,2,1,75,48,24,1,1038
1,1,1,2,3,4,1,1,2,1,2,1,1,2,6,2,1,75,48,24,1,830
1,1,1,3,3,9,1,1,1,2,2,1,1,2,4,2,1,75,48,24,1,1038
1,1,1,2,4,4,1,1,2,1,2,1,1,2,7,2,1,75,48,24,1,830
1,1,1,3,4,9,1,1,1,2,2,1,1,2,4,2,1,75,48,24,1,1038
1,1,1,2,5,8,1,1,2,1,2,1,1,2,7,2,1,75,48,24,1,830
1,1,1,3,5,9,1,1,4,2,2,1,1,1,4,2,1,75,48,24,1,1038
5,1,1,2,1,3,1,1,4,1,2,1,1,2,3,2,1,163,49,24,1,453
2,1,1,3,1,3,1,1,1,2,2,1,1,2,4,1,1,163,50,24,1,389
2,1,1,2,1,9,1,1,1,1,2,1,1,2,6,2,1,75,51,24,1,334
3,1,1,5,1,9,14,91,4,3,2,1,1,2,6,2,1,231,52,24,1,881
4,1,4,2,1,1,1,1,2,1,2,1,1,2,6,2,1,231,52,24,1,430
5,1,1,8,1,6,1,1,1,2,1,1,1,2,6,2,3,231,52,24,1,1774
5,1,1,4,1,12,1,1,3,1,2,2,1,2,8,1,3,163,53,24,1,411
5,1,1,7,1,2,1,1,1,2,2,2,1,2,3,1,1,163,53,24,1,411
5,1,1,12,1,12,1,1,3,1,2,2,1,2,6,2,3,163,53,24,1,411
2,1,3,7,1,1,1,1,3,2,2,1,1,2,7,2,3,163,54,24,1,1119
4,1,2,3,1,11,1,1,1,2,2,1,1,2,6,2,3,163,54,24,1,346
5,1,1,8,1,4,1,1,1,2,1,2,1,2,3,2,3,163,54,24,1,486
5,1,1,8,2,5,1,1,3,2,1,2,1,2,4,2,5,163,54,24,1,486
5,1,1,8,3,8,1,1,2,2,1,2,1,2,4,2,5,163,54,24,1,486
2,1,4,2,1,10,1,5,2,1,1,1,1,2,5,1,1,231,55,24,1,415
2,1,4,3,1,7,1,5,9,2,2,1,1,2,6,2,1,231,55,24,1,415
2,1,4,4,1,1,1,1,2,1,2,2,1,2,6,2,1,231,55,24,1,1790
2,1,4,9,1,11,1,1,3,1,2,2,1,2,1,2,3,231,55,24,1,1790
2,1,4,2,2,11,1,1,1,1,2,1,1,2,5,2,1,231,55,24,1,415
3,1,1,2,1,7,1,1,1,1,2,1,1,2,4,2,1,231,55,24,1,415
3,1,1,4,1,10,1,1,2,1,2,2,1,2,4,2,1,231,55,24,1,888
3,1,1,6,1,7,1,1,2,4,1,1,2,2,4,2,1,231,55,24,1,888
5,1,2,5,1,2,1,5,3,3,2,1,1,2,3,2,1,231,55,24,1,1180
5,1,2,7,1,5,1,1,2,1,2,2,1,2,4,2,1,231,55,24,1,1180
2,1,1,2,1,11,1,1,4,1,2,1,1,2,4,2,1,75,56,24,1,590
3,1,1,2,1,4,1,1,2,1,2,1,1,2,4,2,1,75,56,24,1,590
3,1,1,2,2,4,1,1,4,1,2,1,1,2,4,2,1,75,56,24,1,590
3,1,1,2,3,5,1,1,4,1,2,1,1,2,4,2,1,75,56,24,1,590
3,1,1,2,4,12,1,1,4,1,2,1,1,2,4,2,1,75,56,24,1,590
5,1,2,2,1,1,1,1,4,1,2,1,1,2,4,2,1,75,56,24,1,590
1,1,4,3,1,12,1,1,4,2,2,1,1,2,1,2,1,163,58,24,1,442
1,1,4,9,1,12,1,1,1,1,2,2,1,2,4,2,3,163,58,24,1,2829
3,1,1,2,1,6,1,1,4,1,2,1,1,2,4,2,1,163,58,24,1,442
2,1,2,2,1,10,1,1,4,1,2,1,1,2,6,2,1,75,59,24,1,413
3,1,1,2,1,6,1,1,4,1,2,1,1,2,4,2,1,75,59,24,1,413
3,1,1,5,1,8,1,1,2,3,1,2,1,2,4,2,1,75,59,24,1,426
3,1,1,6,1,8,1,1,9,4,2,1,1,2,4,1,1,75,59,24,1,426
3,1,1,9,1,5,1,1,3,1,2,2,1,2,4,2,3,75,59,24,1,426
3,1,1,2,2,10,1,1,4,1,2,1,1,2,4,2,1,75,59,24,1,413
3,1,1,5,2,12,1,1,2,3,1,2,1,2,4,2,1,75,59,24,1,426
3,1,1,9,2,9,1,1,3,1,2,2,1,2,4,2,3,75,59,24,1,426
3,1,1,9,3,12,1,1,3,1,2,2,1,2,4,2,3,75,59,24,1,426
4,1,2,2,1,3,1,1,4,1,2,1,1,2,4,2,1,75,59,24,1,413
4,1,2,2,2,4,1,1,4,1,2,1,1,2,6,2,1,75,59,24,1,413
4,1,2,2,3,4,1,1,4,1,2,1,1,2,5,2,1,75,59,24,1,413
4,1,2,2,4,5,1,1,4,1,2,1,1,2,4,2,1,75,59,24,1,413
2,1,2,1,1,4,1,1,4,1,2,1,1,1,4,2,1,75,61,24,1,328
3,1,2,2,1,5,1,1,4,1,2,1,1,2,4,2,1,75,61,24,1,328
3,1,2,9,1,4,1,1,1,2,2,1,1,2,1,1,4,75,61,24,1,649
3,1,2,2,2,12,1,1,4,1,2,1,1,2,4,2,1,75,61,24,1,328
3,1,2,9,2,9,1,1,2,2,2,1,1,2,1,2,3,75,61,24,1,649
1,1,1,6,1,12,14,67,3,3,2,1,1,1,4,2,1,163,62,24,1,369
1,1,1,8,1,2,1,1,1,2,1,1,1,2,1,2,3,163,62,24,1,369
4,1,2,8,1,5,1,1,1,2,2,1,1,2,3,2,3,163,62,24,1,654
3,1,2,2,1,4,1,1,2,1,2,1,1,2,4,2,1,75,63,24,1,547
3,1,2,5,1,1,1,1,2,2,2,1,1,2,4,2,1,75,63,24,1,1038
3,1,2,2,2,6,1,1,4,1,2,1,1,2,4,2,1,75,63,24,1,547
1,1,2,11,1,11,9,999,1,1,2,1,1,2,1,2,3,231,64,24,1,1018
2,1,2,2,1,4,1,1,1,1,2,1,1,2,9,1,1,231,64,24,1,537
3,1,2,1,1,2,1,1,3,8,2,1,1,1,4,2,1,231,64,24,1,537
3,1,2,2,1,9,1,1,1,1,2,1,1,2,3,2,1,231,64,24,1,537
3,1,2,3,1,12,1,1,1,2,2,1,1,2,4,2,1,231,64,24,1,537
5,1,3,2,1,5,1,1,2,1,2,1,1,2,6,2,1,231,64,24,1,537
5,1,3,2,2,5,1,1,2,1,2,1,1,2,6,2,1,231,64,24,1,537
1,1,5,10,1,6,1,1,3,2,2,1,1,2,7,2,3,75,65,24,1,1904
1,1,5,10,2,1,1,1,3,1,2,1,1,2,4,2,5,75,65,24,1,1904
2,1,1,3,1,7,1,1,4,2,2,1,1,2,4,2,1,75,65,24,1,445
3,1,2,2,1,12,1,1,3,1,2,1,1,2,7,2,1,75,65,24,1,445
4,1,2,8,1,1,1,1,2,1,2,1,1,2,3,2,3,75,65,24,1,1265
5,1,1,9,1,6,1,1,2,1,2,2,1,2,1,1,3,75,65,24,1,440
5,1,1,12,1,3,1,1,3,1,2,1,1,2,7,2,3,75,65,24,1,440
5,1,1,9,2,7,1,1,2,1,2,2,1,2,1,2,3,75,65,24,1,440
5,1,1,12,2,8,1,1,3,1,2,2,1,2,4,2,3,75,65,24,1,440
5,1,1,9,3,8,1,1,3,1,2,2,1,2,1,2,3,75,65,24,1,440
5,1,1,12,3,9,1,1,3,1,2,2,1,2,1,2,3,75,65,24,1,440
5,1,1,9,4,8,1,1,2,1,2,2,1,2,4,2,3,75,65,24,1,440
5,1,1,12,4,10,1,1,3,1,2,2,1,2,1,2,3,75,65,24,1,440
5,1,1,9,5,10,1,1,3,1,2,2,1,2,5,2,3,75,65,24,1,440
5,1,1,12,5,11,1,1,3,1,2,2,1,2,6,2,3,75,65,24,1,440
4,1,3,2,1,11,1,1,3,1,2,1,1,2,4,2,1,231,67,24,1,425
4,1,3,5,1,6,1,1,1,3,2,1,1,2,3,2,1,231,67,24,1,1813
4,1,3,7,1,2,1,1,2,1,2,2,2,2,4,2,1,231,67,24,1,1813
4,1,3,9,1,10,1,1,3,3,2,1,1,2,4,1,3,231,67,24,1,1813
4,1,3,2,2,3,1,1,2,8,2,1,1,2,4,2,1,231,67,24,1,425
2,1,1,9,1,12,1,1,1,2,2,2,1,2,7,2,3,231,68,24,1,627
2,1,1,14,1,12,1,1,2,2,1,1,1,2,6,2,1,231,68,24,1,627
4,1,1,3,1,4,1,1,4,2,2,1,1,2,4,2,1,75,69,24,1,493
3,1,2,8,1,11,1,1,1,2,1,2,1,2,4,2,3,163,70,24,1,1588
4,1,1,2,1,2,1,1,1,2,2,1,1,2,4,2,1,163,70,24,1,415
4,1,1,3,1,6,1,1,2,2,2,1,1,2,3,1,1,163,70,24,1,415
4,1,1,8,1,12,1,1,2,2,1,2,1,2,4,2,5,163,70,24,1,832
3,1,2,2,1,9,1,1,4,1,2,1,1,2,3,2,1,163,71,24,1,406
3,1,2,3,1,9,1,1,4,2,1,1,2,2,4,2,5,163,71,24,1,406
3,1,2,8,1,6,1,1,2,2,1,2,2,2,3,2,5,163,71,24,1,1431
3,1,2,2,2,7,1,1,4,1,2,1,1,2,3,2,1,163,71,24,1,406
3,1,2,2,3,12,1,1,4,1,2,1,1,2,4,2,1,163,71,24,1,406
4,1,3,4,1,10,1,1,3,1,2,2,2,2,6,2,1,163,71,24,1,1313
1,1,2,2,1,2,1,1,4,1,2,1,1,2,3,2,1,231,72,24,1,569
1,1,2,2,2,4,1,1,4,1,2,1,1,2,3,2,1,231,72,24,1,569
1,1,2,2,3,6,1,1,4,1,2,1,1,2,3,2,1,231,72,24,1,569
1,1,2,2,4,7,1,1,3,1,1,1,1,1,4,2,1,231,72,24,1,569
3,1,2,1,1,4,1,1,2,4,2,1,1,1,4,2,1,231,72,24,1,569
4,1,1,4,1,1,1,1,1,4,2,2,2,2,4,2,1,75,75,24,1,1624
4,1,1,8,1,1,1,1,1,2,1,2,1,2,4,1,3,75,75,24,1,1624
1,1,2,2,1,1,1,1,2,1,2,1,1,2,4,2,1,231,76,24,1,451
1,1,2,3,1,5,1,1,4,2,2,1,1,1,4,2,1,231,76,24,1,451
1,1,2,8,1,9,1,1,2,2,1,2,1,2,1,2,3,231,76,24,1,855
1,1,2,2,2,4,1,1,3,1,2,1,1,2,4,1,1,231,76,24,1,451
1,1,2,2,3,4,1,1,3,1,2,1,1,2,4,2,1,231,76,24,1,451
1,1,2,2,4,10,1,1,3,1,1,1,1,2,4,2,1,231,76,24,1,451
4,1,1,2,1,5,1,1,4,2,2,1,1,2,4,2,1,231,76,24,1,451
4,1,1,2,2,10,1,1,4,2,2,1,1,2,4,1,1,231,76,24,1,451
5,1,3,14,1,12,1,1,3,2,1,1,1,2,4,2,3,231,76,24,1,1784
5,1,3,14,2,11,1,1,2,1,1,1,1,2,7,2,3,231,76,24,1,1784
5,1,3,14,3,10,1,1,2,2,1,1,1,2,7,2,3,231,76,24,1,1784
5,1,3,14,4,5,1,1,9,2,2,1,1,2,4,2,3,231,76,24,1,1784
5,1,3,14,5,4,1,1,3,2,2,1,1,2,4,2,3,231,76,24,1,1784
3,1,1,8,1,2,1,5,1,1,1,2,2,2,5,2,3,75,77,24,1,588
